"customerid","recency","frequency","monetary","segment"
"13061","71 days 20:46:00","1","248.61","Regular"
"13062","190 days 21:38:00","1","346.98","Lost"
"13064","12 days 00:19:00","4","1119.49","Regular"
"13065","372 days 19:58:00","1","205.86","Lost"
"13066","23 days 23:11:00","3","430.90","Regular"
"13067","81 days 23:12:00","1","115.46","New"
"13068","9 days 21:50:00","2","344.00","Regular"
"13069","04:11:00","27","3717.82","Loyal"
"13070","191 days 23:05:00","1","228.80","Lost"
"13072","266 days 04:38:00","1","177.15","Lost"
"13075","129 days 02:31:00","1","919.61","Regular"
"13077","17:26:00","4","729.27","Regular"
"13078","18:02:00","43","12432.28","Loyal"
"13079","3 days 19:57:00","5","220.10","Regular"
"13080","178 days 21:51:00","1","58.08","New"
"13081","23:37:00","21","27964.48","Loyal"
"13082","125 days 20:34:00","10","3595.48","Loyal"
"13083","3 days 21:49:00","2","303.75","Regular"
"13085","157 days 00:39:00","3","272.38","Regular"
"13089","2 days 03:48:00","118","57385.88","Loyal"
"13090","8 days 00:11:00","18","8689.39","Loyal"
"13091","20 days 20:02:00","2","319.82","Regular"
"13092","70 days 01:32:00","6","459.83","Regular"
"13093","266 days 19:34:00","13","7741.47","Lost"
"13094","20 days 22:43:00","16","1708.86","Loyal"
"13095","70 days 00:47:00","1","74.40","New"
"13097","32 days 02:07:00","14","5893.32","Loyal"
"13098","22:36:00","41","28658.88","Loyal"
"13099","98 days 19:10:00","1","207.36","Regular"
"13101","233 days 22:13:00","1","101.19","Lost"
"13102","23:58:00","27","6336.29","Loyal"
"13103","39 days 03:12:00","1","243.94","Regular"
"13104","2 days 23:40:00","6","1098.48","Regular"
"13106","128 days 01:00:00","2","59.50","New"
"13107","43 days 21:58:00","5","1524.07","Regular"
"13108","372 days 02:15:00","1","350.06","Lost"
"13109","2 days 00:12:00","5","766.84","Regular"
"13110","30 days 22:20:00","8","1452.87","Regular"
"13113","00:01:00","40","10510.00","Loyal"
"13115","8 days 03:11:00","14","2205.63","Loyal"
"13116","116 days 22:14:00","2","485.19","Regular"
"13117","21 days 00:48:00","8","984.91","Regular"
"13118","19 days 00:04:00","7","1125.00","Regular"
"13120","238 days 02:31:00","1","30.60","Lost"
"13121","268 days 19:59:00","2","254.73","Lost"
"13122","93 days 20:57:00","2","922.39","Regular"
"13124","89 days 00:05:00","3","3866.33","Regular"
"13126","4 days 02:50:00","10","2056.29","Loyal"
"13127","77 days 02:24:00","1","259.17","Regular"
"13130","93 days 21:20:00","1","64.00","New"
"13131","22 days 23:29:00","4","1039.30","Regular"
"13132","261 days 00:06:00","1","77.30","Lost"
"13133","273 days 02:19:00","2","109.80","Lost"
"13134","72 days 03:28:00","7","1740.63","Regular"
"13135","196 days 01:58:00","1","3096.00","Lost"
"13136","49 days 17:37:00","11","2545.38","Loyal"
"13137","10 days 00:41:00","9","3605.08","Regular"
"13138","21 days 19:59:00","6","962.39","Regular"
"13139","15 days 22:56:00","8","5055.79","Regular"
"13140","107 days 21:17:00","3","423.72","Regular"
"13141","84 days 02:56:00","6","2385.80","Regular"
"13142","18 days 20:43:00","1","307.09","Regular"
"13144","332 days 01:35:00","1","110.95","Lost"
"13145","39 days 00:05:00","5","614.77","Regular"
"13146","25 days 21:21:00","1","228.91","Regular"
"13147","9 days 22:51:00","4","712.80","Regular"
"13148","28 days 21:27:00","17","3348.48","Loyal"
"13149","13 days 23:41:00","4","1676.06","Regular"
"13151","202 days 23:55:00","2","1250.37","Lost"
"13153","5 days 00:36:00","1","486.22","Regular"
"13154","143 days 21:29:00","1","-611.86","New"
"13155","32 days 21:09:00","4","971.76","Regular"
"13157","48 days 23:00:00","5","1721.57","Regular"
"13158","94 days 00:52:00","4","1201.06","Regular"
"13159","8 days 01:30:00","5","1379.75","Regular"
"13160","21 days 23:43:00","1","91.80","New"
"13161","312 days 22:47:00","1","112.75","Lost"
"13162","121 days 20:51:00","5","1644.99","Regular"
"13165","45 days 21:45:00","2","1021.48","Regular"
"13166","281 days 22:22:00","2","414.70","Lost"
"13167","18 days 00:26:00","4","791.33","Regular"
"13168","35 days 23:54:00","5","1310.14","Regular"
"13169","63 days 00:39:00","2","712.88","Regular"
"13170","26 days 00:31:00","1","116.01","New"
"13171","7 days 21:44:00","5","426.81","Regular"
"13173","3 days 20:59:00","2","353.65","Regular"
"13174","15 days 22:15:00","3","2817.03","Regular"
"13176","45 days 21:07:00","1","492.84","Regular"
"13177","64 days 02:54:00","1","282.45","Regular"
"13178","25 days 20:36:00","11","5725.47","Loyal"
"13182","44 days 23:04:00","1","121.18","New"
"13183","7 days 02:20:00","9","3957.78","Regular"
"13184","14 days 00:48:00","12","1648.79","Loyal"
"13185","267 days 00:54:00","1","71.40","Lost"
"13186","39 days 01:10:00","5","1539.69","Regular"
"13187","336 days 17:53:00","1","236.02","Lost"
"13188","10 days 21:22:00","1","114.60","New"
"13189","18 days 02:11:00","2","260.68","Regular"
"13192","94 days 22:37:00","2","911.94","Regular"
"13193","60 days 22:20:00","1","117.88","New"
"13194","135 days 03:49:00","1","60.70","New"
"13196","10 days 22:56:00","4","1797.78","Regular"
"13198","9 days 21:33:00","8","3384.09","Regular"
"13199","3 days 00:20:00","39","9803.96","Loyal"
"13200","18 days 21:15:00","4","870.09","Regular"
"13203","9 days 02:05:00","4","869.46","Regular"
"13207","14 days 21:58:00","2","250.26","Regular"
"13208","58 days 02:56:00","7","1205.90","Regular"
"13209","29 days 22:56:00","11","5820.16","Loyal"
"13210","93 days 04:32:00","1","353.48","Regular"
"13211","9 days 22:07:00","3","1197.42","Regular"
"13212","8 days 21:38:00","4","780.58","Regular"
"13213","56 days 01:08:00","6","1518.43","Regular"
"13216","267 days 00:32:00","1","333.74","Lost"
"13217","121 days 21:18:00","5","133.62","Regular"
"13218","126 days 19:51:00","1","62.64","New"
"13220","77 days 23:12:00","4","819.29","Regular"
"13221","239 days 19:52:00","2","847.41","Lost"
"13223","199 days 23:47:00","2","163.20","Lost"
"13224","59 days 21:50:00","3","2150.85","Regular"
"13225","2 days 23:21:00","8","6083.04","Regular"
"13226","272 days 22:15:00","1","108.21","Lost"
"13227","201 days 01:03:00","1","257.70","Lost"
"13228","80 days 22:22:00","1","358.00","Regular"
"13229","225 days 00:43:00","1","160.95","Lost"
"13230","3 days 20:47:00","15","2763.41","Loyal"
"13232","12 days 02:11:00","7","1357.60","Regular"
"13233","73 days 23:25:00","2","605.12","Regular"
"13235","211 days 03:02:00","2","101.17","Lost"
"13236","24 days","3","727.27","Regular"
"13238","10 days 21:20:00","5","680.83","Regular"
"13239","261 days 02:25:00","1","329.56","Lost"
"13240","95 days 22:42:00","4","663.65","Regular"
"13242","111 days 23:57:00","3","270.40","Regular"
"13243","202 days 23:36:00","1","600.07","Lost"
"13244","92 days 01:04:00","1","121.74","New"
"13245","50 days 01:10:00","1","430.50","Regular"
"13246","17 days 20:00:00","7","1922.10","Regular"
"13247","17 days 01:51:00","4","501.12","Regular"
"13248","124 days 00:10:00","2","465.68","Regular"
"13249","91 days 23:24:00","3","711.41","Regular"
"13253","156 days 02:41:00","2","1030.40","Regular"
"13255","3 days 01:54:00","3","390.66","Regular"
"13256","13 days 20:53:00","1","0","Lost"
"13258","11 days 03:19:00","3","698.58","Regular"
"13259","61 days 02:02:00","1","292.32","Regular"
"13260","60 days 23:29:00","1","557.62","Regular"
"13261","268 days 00:28:00","2","944.10","Lost"
"13262","262 days 21:44:00","1","200.29","Lost"
"13263","22:51:00","35","7454.07","Loyal"
"13265","52 days 21:48:00","5","2107.66","Regular"
"13266","10 days 22:11:00","19","3717.67","Loyal"
"13267","2 days 01:38:00","27","4404.44","Loyal"
"13268","17 days 00:59:00","15","3167.64","Loyal"
"13269","21:57:00","17","5315.92","Loyal"
"13270","365 days 21:57:00","1","590.00","Lost"
"13271","36 days 22:07:00","2","178.26","New"
"13272","30 days 22:50:00","2","276.56","Regular"
"13273","112 days 22:48:00","1","138.98","New"
"13276","63 days 00:06:00","2","590.93","Regular"
"13277","15 days 03:29:00","4","258.40","Regular"
"13278","40 days 01:01:00","1","542.73","Regular"
"13279","63 days 17:59:00","2","126.30","New"
"13280","121 days 23:36:00","3","814.86","Regular"
"13282","17 days 21:17:00","6","1047.84","Regular"
"13283","59 days 03:00:00","2","93.66","New"
"13284","322 days 02:25:00","2","196.15","Lost"
"13285","22 days 23:31:00","4","2709.12","Regular"
"13291","155 days 02:14:00","1","361.11","Regular"
"13292","38 days 02:46:00","2","578.94","Regular"
"13294","189 days 03:56:00","2","873.74","Lost"
"13295","359 days 01:29:00","2","197.95","Lost"
"13296","136 days 23:04:00","1","87.40","New"
"13297","7 days 03:18:00","4","2089.85","Regular"
"13298","23:39:00","1","360.00","Regular"
"13299","267 days 23:55:00","1","142.50","Lost"
"13300","164 days 00:51:00","2","365.29","Regular"
"13301","103 days 01:25:00","4","618.09","Regular"
"13302","154 days 18:54:00","1","63.75","New"
"13304","350 days 22:15:00","1","300.42","Lost"
"13305","3 days 21:35:00","10","2000.86","Loyal"
"13307","119 days 19:36:00","1","15.00","New"
"13308","22 days 03:19:00","4","1367.61","Regular"
"13309","6 days 20:16:00","5","1456.79","Regular"
"13310","8 days 04:27:00","6","1083.63","Regular"
"13311","3 days 23:55:00","2","598.57","Regular"
"13313","21 days 20:02:00","5","1555.32","Regular"
"13314","1 day 00:21:00","4","578.66","Regular"
"13316","36 days 23:10:00","5","5815.49","Regular"
"13317","63 days 17:29:00","9","2140.07","Regular"
"13318","17:59:00","3","640.76","Regular"
"13319","4 days 23:16:00","36","10664.34","Loyal"
"13320","69 days 23:58:00","6","1491.70","Regular"
"13321","71 days 21:26:00","2","567.36","Regular"
"13322","16 days 22:29:00","1","199.48","New"
"13323","2 days 19:38:00","5","787.85","Regular"
"13324","31 days 20:59:00","12","7072.80","Loyal"
"13325","81 days 02:14:00","1","675.30","Regular"
"13327","38 days 02:29:00","9","3617.57","Regular"
"13328","315 days 21:28:00","1","1308.48","Lost"
"13329","31 days 02:21:00","4","740.40","Regular"
"13330","92 days 00:23:00","3","1140.93","Regular"
"13332","13 days 23:20:00","1","350.90","Regular"
"13334","81 days 21:29:00","3","3536.82","Regular"
"13336","76 days 22:45:00","1","795.12","Regular"
"13338","153 days 21:57:00","3","431.82","Regular"
"13339","200 days 04:19:00","1","860.12","Lost"
"13340","44 days 23:35:00","7","10736.48","Regular"
"13341","260 days 03:00:00","1","775.85","Lost"
"13343","172 days 01:13:00","2","303.93","Regular"
"13344","67 days 03:05:00","3","2543.72","Regular"
"13345","276 days 04:16:00","2","377.60","Lost"
"13347","69 days 23:22:00","1","341.36","Regular"
"13348","63 days 19:22:00","1","233.76","Regular"
"13349","10 days 04:43:00","1","247.32","Regular"
"13350","15 days 20:17:00","3","910.72","Regular"
"13351","65 days 23:55:00","1","373.94","Regular"
"13352","7 days 00:52:00","2","389.28","Regular"
"13354","70 days 23:33:00","1","743.53","Regular"
"13355","121 days 22:02:00","1","674.70","Regular"
"13356","79 days 22:17:00","1","768.24","Regular"
"13357","256 days 22:54:00","1","609.95","Lost"
"13358","268 days 00:58:00","1","439.03","Lost"
"13359","58 days 20:02:00","2","431.26","Regular"
"13362","2 days 22:53:00","5","3085.49","Regular"
"13363","17 days 00:10:00","2","992.50","Regular"
"13364","66 days 03:02:00","2","0.00","Lost"
"13365","8 days 04:11:00","3","2191.22","Regular"
"13366","49 days 23:13:00","1","56.16","New"
"13368","256 days 02:51:00","2","623.40","Lost"
"13369","353 days 22:48:00","2","263.75","Lost"
"13370","365 days 20:53:00","2","721.32","Lost"
"13372","89 days 00:04:00","1","378.64","Regular"
"13373","60 days 01:59:00","3","3312.25","Regular"
"13375","80 days 20:49:00","2","772.90","Regular"
"13376","98 days 20:34:00","3","1019.76","Regular"
"13379","25 days 23:05:00","3","572.56","Regular"
"13381","20 days 19:51:00","7","3626.81","Regular"
"13382","280 days 02:47:00","1","222.99","Lost"
"13384","30 days 01:46:00","9","4122.28","Regular"
"13385","329 days 02:58:00","1","534.57","Lost"
"13388","120 days 23:15:00","3","627.15","Regular"
"13389","10 days 22:49:00","3","797.96","Regular"
"13390","74 days 04:12:00","1","544.08","Regular"
"13391","203 days 02:00:00","1","59.80","Lost"
"13394","1 day 01:14:00","10","2312.80","Loyal"
"13395","184 days 21:46:00","1","307.72","Lost"
"13396","21 days 03:08:00","4","1325.29","Regular"
"13397","72 days 01:54:00","6","1539.18","Regular"
"13398","191 days 23:33:00","1","457.34","Lost"
"13402","126 days 20:59:00","2","621.23","Regular"
"13403","17 days 04:22:00","1","75.00","New"
"13404","21:13:00","2","252.49","Regular"
"13405","73 days 19:49:00","3","572.451","Regular"
"13408","1 day 03:45:00","81","27487.41","Loyal"
"13410","8 days 03:52:00","7","988.91","Regular"
"13411","106 days 22:53:00","1","213.55","Regular"
"13414","133 days 01:05:00","3","1390.50","Regular"
"13416","43 days 03:54:00","2","712.50","Regular"
"13417","4 days 04:01:00","2","640.83","Regular"
"13418","11 days 02:27:00","23","5845.44","Loyal"
"13419","63 days 00:01:00","1","221.06","Regular"
"13420","134 days 00:40:00","4","140.35","Regular"
"13421","39 days 22:29:00","3","1848.98","Regular"
"13422","50 days 23:05:00","2","2601.55","Regular"
"13425","107 days 19:37:00","3","1624.21","Regular"
"13426","03:51:00","12","3550.70","Loyal"
"13427","18 days 23:48:00","3","582.60","Regular"
"13428","9 days 22:30:00","1","218.47","Regular"
"13429","10 days 03:40:00","4","1006.80","Regular"
"13430","18 days 04:31:00","4","648.69","Regular"
"13431","66 days 23:01:00","2","1269.10","Regular"
"13434","73 days 22:20:00","2","534.24","Regular"
"13435","4 days 21:51:00","9","3794.49","Regular"
"13436","1 day 02:17:00","1","196.89","New"
"13437","13 days 22:50:00","7","3408.06","Regular"
"13439","254 days 22:30:00","1","283.71","Lost"
"13441","91 days 03:12:00","1","296.64","Regular"
"13447","22 days 23:12:00","4","1104.23","Regular"
"13448","16 days 00:17:00","10","3465.67","Loyal"
"13449","23 days 04:22:00","1","291.88","Regular"
"13450","26 days 00:56:00","6","2043.72","Regular"
"13451","25 days 20:52:00","6","2916.45","Regular"
"13452","258 days 22:31:00","2","590","Lost"
"13453","165 days 03:16:00","2","356.98","Regular"
"13455","24 days 01:29:00","4","1007.35","Regular"
"13456","17 days 03:32:00","7","1737.82","Regular"
"13458","6 days 21:21:00","22","9537.92","Loyal"
"13460","28 days 19:33:00","2","183.44","New"
"13461","38 days 03:49:00","3","1445.00","Regular"
"13462","182 days 16:57:00","2","143.25","Lost"
"13464","57 days 21:49:00","1","674.68","Regular"
"13466","99 days 21:21:00","2","297.95","Regular"
"13467","10 days 02:49:00","2","1083.71","Regular"
"13468","1 day 02:11:00","41","5656.75","Loyal"
"13470","98 days 21:53:00","2","165.00","New"
"13471","21:06:00","4","2531.58","Regular"
"13473","60 days 01:30:00","3","417.54","Regular"
"13474","235 days 22:57:00","1","229.59","Lost"
"13475","190 days 22:58:00","4","1431.78","Lost"
"13476","178 days 00:50:00","4","1092.77","Regular"
"13477","37 days 00:46:00","8","1441.53","Regular"
"13479","197 days 20:01:00","3","291.00","Lost"
"13481","45 days 03:43:00","8","1776.81","Regular"
"13482","231 days 19:47:00","1","184.64","Lost"
"13483","65 days 00:57:00","1","140.34","New"
"13484","240 days 20:20:00","1","313.80","Lost"
"13485","232 days 22:52:00","1","454.24","Lost"
"13486","77 days 23:37:00","3","1122.41","Regular"
"13487","57 days 00:43:00","3","575.40","Regular"
"13488","16 days 22:09:00","17","8910.61","Loyal"
"13489","104 days 23:34:00","4","449.52","Regular"
"13491","51 days 04:18:00","10","1215.82","Loyal"
"13492","135 days 22:25:00","3","1269.84","Regular"
"13493","274 days 21:15:00","2","618.63","Lost"
"13494","311 days 00:52:00","1","316.26","Lost"
"13495","7 days 01:29:00","6","1990.12","Regular"
"13496","10 days 01:52:00","3","617.93","Regular"
"13497","282 days 03:46:00","3","321.05","Lost"
"13499","17 days 01:29:00","7","1146.96","Regular"
"13500","22 days 21:15:00","4","1136.77","Regular"
"13501","242 days 03:15:00","2","1310.47","Lost"
"13502","16 days 02:11:00","3","292.00","Regular"
"13503","70 days 23:27:00","1","216.85","Regular"
"13504","63 days 23:30:00","1","295.93","Regular"
"13505","67 days 00:36:00","8","4282.88","Regular"
"13506","311 days 21:23:00","3","452.82","Lost"
"13507","2 days 23:37:00","4","2479.16","Regular"
"13508","243 days 00:52:00","1","110.97","Lost"
"13509","8 days 02:40:00","7","979.72","Regular"
"13510","23:04:00","5","1785.16","Regular"
"13512","260 days 02:47:00","1","251.21","Lost"
"13513","126 days 01:00:00","1","205.10","Regular"
"13514","73 days 03:11:00","1","152.20","New"
"13515","72 days 01:24:00","4","891.12","Regular"
"13516","20 days 23:35:00","3","1389.41","Regular"
"13517","59 days 01:07:00","5","2109.07","Regular"
"13518","85 days 02:21:00","1","659.44","Regular"
"13519","49 days 20:54:00","2","110.80","New"
"13520","58 days 02:30:00","8","3487.75","Regular"
"13521","23:00:00","3","1093.65","Regular"
"13522","29 days 21:39:00","1","125.80","New"
"13523","32 days 21:39:00","6","3755.38","Regular"
"13524","40 days 00:16:00","5","680.18","Regular"
"13525","14 days 00:49:00","2","628.78","Regular"
"13527","33 days 00:46:00","8","2263.76","Regular"
